,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,ZdvLxe,25-34 years old,1,At home,Espresso,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,"Whole milk, Almond milk",,Fruity,Medium,Medium,Full caffeine,1.0,4.0,4.0,1.0,Tart fruit,3.0,3.0,3.0,"Black tea, acid/lime",3.0,3.0,2.0,Vegetal,1.0,3.0,5.0,"Smell sweet, passion fruit?",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$8-$10,$10-$15,No,$50-$100,Yes,Prefer not to say,,Bachelor's degree,White/Caucasian,,Homemaker,,No affiliation
3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,lNK9jV,25-34 years old,1,At home,"Pour over, French press, Other",Moka pot,,,Cortado,,No - just black,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,3.0,3.0,4.0,3.0,,3.0,2.0,2.0,Most neutral of the 4 coffees for me. Hardest for me to answer tasting questions.,4.0,3.0,4.0,,1.0,5.0,1.0,"Very unique flavor I might enjoy in a small sampling, but would not enjoy a 16oz cup of.",Coffee C,Coffee A,Coffee C,I do a mix of both,<$20,"It tastes good, I need the caffeine, I need the ritual",,Yes,No,$6-$8,$10-$15,Yes,$100-$300,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
3787,3787,3787,3787,3787,3787,3787,3787,3787,3787,PAvLGe,25-34 years old,2,"At home, At the office","French press, Coffee brewing machine (e.g. Mr. Coffee)",,,,Espresso,,No - just black,,,,Floral,Somewhat light,Medium,Full caffeine,4.0,4.0,3.0,2.0,,3.0,2.0,3.0,,2.0,3.0,4.0,,3.0,4.0,3.0,,Coffee C,Coffee D,Coffee C,,,,,,,,,,,,,,,,,,,
3788,3788,3788,3788,3788,3788,3788,3788,3788,3788,Xe1dzY,35-44 years old,2,At home,"Pour over, French press, Espresso, Cold brew",,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,8.0,3.0,5.0,4.0,"Citrus, lemon",4.0,2.0,2.0,"Chocolate, earth",4.0,3.0,3.0,Dark but finish of plum / peach,3.0,5.0,5.0,"Amazingly fruity, berry",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"I need the caffeine, I need the ritual, It makes me go to the bathroom, It tastes good",,Yes,Yes,More than $20,More than $20,No,"More than $1,000",No,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Unemployed,,Democrat
3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,6dAGGe,35-44 years old,2,"At home, At a cafe","Pour over, French press, Coffee extract (e.g. Cometeer), Espresso",,,,Espresso,,No - just black,,,,Full Bodied,Very strong,Medium,Half caff,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,7d1YLZ,25-34 years old,1,At home,Pour over,,,,Espresso,,No - just black,,,,Bold,Somewhat strong,Dark,Full caffeine,3.0,3.0,4.0,2.0,,4.0,3.0,3.0,,4.0,2.0,4.0,,1.0,2.0,1.0,,Coffee C,Coffee A,Coffee D,,,,,,,,,,,,,,,,,,,
3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,vNEaD0,25-34 years old,2,"At the office, At home",Cold brew,,,,Cold brew,,"No - just black, Flavor syrup",,,,Chocolatey,Very strong,Dark,Full caffeine,6.0,2.0,4.0,2.0,,5.0,1.0,5.0,,4.0,1.0,5.0,,1.0,5.0,1.0,Rotten coconut,Coffee B,Coffee A,Coffee B,,,,,,,,,,,,,,,,,,,
3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,pLRNKb,25-34 years old,1,At the office,,,,,Espresso,,No - just black,,,,Bold,Medium,Medium,Full caffeine,7.0,2.0,4.0,2.0,"Fruity, citric",4.0,3.0,4.0,,2.0,2.0,4.0,,3.0,3.0,2.0,Cheesy,Coffee B,Coffee A,Coffee C,I primarily work in person,<$20,"I need the caffeine, It tastes good",,Yes,Yes,$6-$8,$10-$15,Yes,Less than $20,Yes,Male,,Master's degree,Hispanic/Latino,,Employed full-time,,Democrat
3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,zK2AN0,25-34 years old,1,At home,Pour over,,,,Cold brew,,No - just black,,,,Sweet,Somewhat strong,Medium,Full caffeine,3.0,3.0,4.0,5.0,"Tastes dark, woody",4.0,2.0,2.0,Mild tasting,3.0,3.0,2.0,More acidic than B,4.0,4.0,3.0,"Kind of herbal, acidic",Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",,Yes,No,$4-$6,$8-$10,No,$20-$50,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,LdvjJ2,25-34 years old,2,"At home, At a cafe","Pour over, Cold brew, Other",Aeropress,,,Pourover,,No - just black,,,,Floral,Medium,Light,Full caffeine,9.0,2.0,3.0,4.0,,4.0,2.0,1.0,,2.0,2.0,3.0,,1.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,It tastes good,,Yes,Yes,$8-$10,$10-$15,No,$300-$500,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Republican
3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,DVAoQj,25-34 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,,Bright,Medium,Light,Full caffeine,6.0,2.0,4.0,5.0,,2.0,3.0,3.0,,4.0,3.0,2.0,,3.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,xd4bKy,25-34 years old,2,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Other, Instant coffee, Cold brew",Aeropress,,,Regular drip coffee,,No - just black,,,,Fruity,Medium,Light,Full caffeine,6.0,2.0,2.0,3.0,,2.0,3.0,3.0,,2.0,3.0,3.0,,2.0,3.0,4.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,blKRbo,35-44 years old,4,"At a cafe, At home, On the go, At the office",Espresso,,Specialty coffee shop,,Cortado,,"Milk, dairy alternative, or coffee creamer",,Oat milk,,Fruity,Somewhat strong,Blonde,Full caffeine,8.0,4.0,3.0,3.0,"clean, fruit",2.0,3.0,1.0,"muddy, don't like mouthfeel, need to wash mouth out after",3.0,3.0,2.0,"smooth, nutty, chocolate",1.0,4.0,5.0,"stewed cherries, cake, funk",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,xd48r9,25-34 years old,2,"At home, At a cafe","Pour over, Espresso",,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Whole milk, Half and half, Oat milk","Brown Sugar, Honey, Maple Syrup",Juicy,Medium,Light,Full caffeine,8.0,1.0,4.0,5.0,"Apple, caramel",4.0,1.0,2.0,"Roasty, chocolate",3.0,2.0,3.0,"Tea, Dry, Peach",1.0,4.0,4.0,"Juicy, Strawberry, Kiwi",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$10-$15,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,9dp0bY,25-34 years old,1,"At home, At the office",Pour over,,,,Other,Cafe au lait,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Chocolatey,Medium,Medium,Half caff,7.0,2.0,4.0,3.0,Sweet like sucralose,2.0,3.0,4.0,"Balanced, but with complexity",4.0,2.0,4.0,"Sweet like brown sugar, full bodied like a good diner coffee",3.0,4.0,1.0,"Fermented, fruity",Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$8-$10,$15-$20,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,Rzvqrp,25-34 years old,Less than 1,At a cafe,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Chocolatey,Somewhat light,Medium,Half caff,3.0,2.0,4.0,3.0,"Dark chocolate, maybe hint of maple",2.0,2.0,5.0,"Well balanced, full bodied, hint of oats. Love it.",3.0,3.0,3.0,"Earthy, dark chocolate, rich",3.0,5.0,1.0,"Fruity, hint of blueberries",Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,Other,Social drinking,Yes,No,$8-$10,$15-$20,Yes,Less than $20,No,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,GrXOqp,25-34 years old,2,"At the office, At home, At a cafe","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), Cold brew, Other",Aeropress,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Whole milk, Flavored coffee creamer, Oat milk","Artificial Sweeteners (e.g., Splenda), Stevia, Granulated Sugar",Full Bodied,Very strong,Medium,Full caffeine,6.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, Other",Hobby,Yes,Yes,$8-$10,More than $20,Yes,$100-$300,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,0E1qKB,25-34 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,7.0,1.0,2.0,3.0,"Honey, Floral",5.0,1.0,1.0,"Bakers chocolate, walnut",2.0,2.0,2.0,"Peaty, tannin",1.0,3.0,4.0,"Cherry, floral, green apple",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,GrXOXp,35-44 years old,2,,"Pour over, French press, Espresso",,,,Pourover,,No - just black,,,,Sweet,Medium,Nordic,Full caffeine,7.0,,,3.0,Some funk when warm. Much better cool.,,,3.0,Roast,,,1.0,Roast,,,4.0,,Coffee B,Coffee D,Coffee D,,,,,,,,,,,,,,,,,,,
3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,7d1rKL,25-34 years old,1,"At home, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,No - just black,,,,Chocolatey,Very strong,Medium,Full caffeine,5.0,1.0,2.0,3.0,,5.0,1.0,2.0,,3.0,2.0,1.0,,2.0,3.0,5.0,,Coffee A,Coffee D,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$4-$6,$4-$6,Yes,$20-$50,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,Zdvr9y,25-34 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Sweet,Medium,Medium,Full caffeine,5.0,4.0,4.0,3.0,,2.0,2.0,4.0,Ceral,2.0,2.0,4.0,,1.0,5.0,3.0,Black berry,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$4-$6,$6-$8,No,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,vNE5Og,25-34 years old,2,"At home, At a cafe","Pour over, Espresso",,,,Cortado,,No - just black,,,,Floral,Very strong,Light,Full caffeine,7.0,1.0,3.0,4.0,"Sweet, honey, slight char",3.0,2.0,1.0,"Peat, walnut, cashew",2.0,2.0,3.0,,1.0,2.0,4.0,"Rose, tea, flowery, light",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,8dA45x,25-34 years old,Less than 1,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Mocha,,Sugar or sweetener,,,Granulated Sugar,Full Bodied,Medium,Medium,Full caffeine,1.0,1.0,2.0,3.0,,4.0,1.0,1.0,,2.0,2.0,1.0,,1.0,3.0,2.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,I need the caffeine,,No,No,$4-$6,$4-$6,Yes,Less than $20,Yes,Female,,Bachelor's degree,White/Caucasian,,Student,,Independent
3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,Xe1PKP,45-54 years old,2,At home,Other,Clever Dripper,,,Pourover,,No - just black,,,,Nutty,Somewhat strong,Medium,Full caffeine,4.0,1.0,4.0,4.0,"Juicy, under-ripe strawberry?",2.0,2.0,2.0,"meh, forgettable",2.0,1.0,3.0,ashy,3.0,2.0,4.0,choclatey,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,It tastes good,,Yes,No,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,1,Democrat
3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,g5Y6KP,25-34 years old,3,"At the office, At home","Pour over, Cold brew, Espresso",,,,Pourover,,No - just black,,,,Bright,Somewhat strong,Light,Full caffeine,6.0,2.0,5.0,4.0,grape/citrus fruit,4.0,2.0,5.0,"chocolate, caramel, nutty",3.0,2.0,3.0,couldn't decipher,1.0,4.0,5.0,"sour fruit: maybe an apple? Ver berry like, maybe a rasberry? 
dryness in mouth
Sweet floral smell",Coffee B,Coffee D,Coffee D,I do a mix of both,$80-$100,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,
3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,pLR20y,18-24 years old,1,At the office,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Oat milk,,Juicy,Somewhat light,Light,Decaf,4.0,1.0,4.0,2.0,"sour, unripe fruit, vegetal",3.0,3.0,4.0,"bright, fruity, light, thin",3.0,2.0,3.0,"earthy, light, tart",4.0,2.0,2.0,"funky, tart, cherry, thick",Coffee B,Coffee D,Coffee B,I do a mix of both,$20-$40,It tastes good,,Yes,No,$8-$10,$8-$10,Yes,Less than $20,Yes,Female,,Bachelor's degree,,,Employed full-time,,
3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,RzvqeQ,18-24 years old,1,"At a cafe, On the go, At home","Instant coffee, Coffee brewing machine (e.g. Mr. Coffee)",,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",,Mocha,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,3.0,4.0,3.0,,2.0,3.0,4.0,,4.0,4.0,5.0,,3.0,5.0,3.0,,Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,No,$6-$8,$8-$10,No,Less than $20,Yes,Male,,Some college or associate's degree,Asian/Pacific Islander,,Student,,No affiliation
3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,8dABok,45-54 years old,3,At home,Other,Aeropress,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Half and half,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,8dAB1r,18-24 years old,1,At home,"Espresso, Pour over",,,,Cortado,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,5.0,4.0,,3.0,2.0,2.0,,2.0,3.0,3.0,,2.0,4.0,5.0,,Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$4-$6,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Student,,No affiliation
3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,OAd2ZY,25-34 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Juicy,Medium,Light,Full caffeine,6.0,2.0,3.0,5.0,"Initially just detected moderate acidity, interesting flavors developed more throughout the tasting. Hard to choose between this and D as a favorite. I liked D more initially, but towards the end A may have been slightly better for me.",4.0,1.0,3.0,"Very ""okay"" coffee - nothing bad about it, nothing particularly interesting either",5.0,1.0,2.0,"If I were to have this regularly, I would be inclined to add some sort of cream.",1.0,3.0,5.0,"Definitely not a washed coffee! I love the in-your-face quality of it, but I wouldn't prefer it as an every-day coffee, more of an occasional experience.",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual, I need the caffeine",,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,kYK2lj,25-34 years old,1,"At home, On the go, At a cafe",Pour over,,"Specialty coffee shop, Local cafe, Deli or supermarket",,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",,Oat milk,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,1.0,5.0,2.0,"stone fruit, light, juicy",2.0,1.0,4.0,"chocolate, earthy, a bit of sweetness, medium body, dry",4.0,2.0,4.0,"Darker notes, bark, chocolate, bitter/dry",2.0,3.0,3.0,"sweet + fruit/acid?, cotton candy, banana",Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$8-$10,Yes,$20-$50,Yes,Non-binary,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat
3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,RzvADQ,35-44 years old,2,"At home, On the go, At the office, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),,"Specialty coffee shop, Local cafe",,Pourover,,No - just black,,,,Fruity,Medium,Medium,Full caffeine,7.0,1.0,4.0,4.0,"Green apple, berries as it got cooler, chocolate in the back end",3.0,2.0,3.0,"Honey, ground coffee, almond",1.0,1.0,1.0,"I had a hard time tasting this one, some cherry in the back end, it gets watery as it cools, maybe some cinnamon?",2.0,4.0,5.0,"Blue berries, brownie, brown sugar, kept a consistent taste as it cools",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$10-$15,$6-$8,Yes,$50-$100,Yes,Male,,Master's degree,Other (please specify),Middle Eastern,Employed full-time,,No affiliation
3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,9dp82p,25-34 years old,2,"At the office, At home","Pour over, Espresso",,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Half and half,Granulated Sugar,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,2.0,4.0,2.0,lime,3.0,2.0,4.0,,5.0,2.0,5.0,Cocoa,1.0,5.0,1.0,"Lemon, Raspberry",Coffee C,Coffee A,Coffee C,I do a mix of both,$60-$80,"It tastes good, I need the caffeine",,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,NAMaMQ,55-64 years old,Less than 1,,,,,,Iced coffee,,No - just black,,,,Floral,Medium,Light,Half caff,1.0,4.0,3.0,2.0,,3.0,3.0,3.0,,2.0,2.0,4.0,,,4.0,2.0,,Coffee C,Coffee A,Coffee C,,,,,,,,,,,,,,,,,,,
3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,pLRElV,25-34 years old,Less than 1,At home,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Cappuccino,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,Whole milk,Granulated Sugar,Chocolatey,Medium,Medium,Full caffeine,4.0,1.0,5.0,1.0,Battery acid. Metallic.  Like off tasting mineral water.,3.0,2.0,3.0,Earthy. Sweet. Balanced. Chocolate finish.,4.0,1.0,4.0,Strong. Chocolate. Thick.,2.0,4.0,4.0,Light. Tea like. Fruity. Thin.,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,
3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,241pJj,25-34 years old,2,At home,Pour over,,,,Pourover,,"Milk, dairy alternative, or coffee creamer",,Oat milk,,Juicy,Medium,Light,Full caffeine,8.0,3.0,4.0,5.0,Peach,4.0,2.0,2.0,Burnt marshmallow,2.0,3.0,3.0,Strawberry,2.0,5.0,4.0,Rasberry,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,jB5KdJ,25-34 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,,Fruity,Medium,Medium,Full caffeine,6.0,2.0,4.0,3.0,,3.0,4.0,2.0,,3.0,4.0,3.0,,2.0,2.0,4.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Republican
3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,eBKxvq,25-34 years old,2,"At home, At a cafe","Espresso, Cold brew",,,,Cappuccino,,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",,Whole milk,,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,1.0,3.0,4.0,"pleasant, apples or light stone fruit, delicate",3.0,1.0,4.0,heavier than A. closer to a blended coffee but brighter and clearer,2.0,1.0,4.0,"similar to 1, easy to drink, roastier",1.0,3.0,3.0,"unique, fermented maybe?, lemon grass, bright, pears berries",Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Republican
3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,dYKPVN,55-64 years old,3,"At home, At the office","Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,6.0,2.0,3.0,4.0,"Fruity, Juicy, sweet & sour candy",2.0,2.0,3.0,very neutral flavor,2.0,3.0,4.0,hints of chocolate,2.0,3.0,5.0,"fruity, black tea, sweet & sour candy",Coffee C,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$4-$6,$4-$6,No,$300-$500,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,3,Republican
